r_norm,g_norm,b_norm,r_g,r_b,g_b,saturation,reflectance,colorfulness,is_red,is_green,is_blue,color_label
188.0,151.0,170.0,1.2450331043375291,1.1058823464359862,0.8882352888927336,0.1968085095914441,0.6538461510519396,0.5294117612456748,1,0,0,pink
188.0,160.0,161.0,1.17499999265625,1.1677018561012307,0.9937888137031751,0.1489361694205523,0.4711729612899146,1.122362864462604,1,0,0,pink
189.0,161.0,159.0,1.1739130361868755,1.1886792378070488,1.0125786099837824,0.15873015789031664,0.46265937984943645,1.1614173182621366,1,0,0,pink
189.0,161.0,158.0,1.1739130361868755,1.1962025240746677,1.018987335322865,0.16402116315332718,0.46003552316157104,1.1737451692133392,1,0,0,pink
190.0,161.0,157.0,1.1801242162725205,1.2101910750943243,1.0254777004746642,0.17368420961218836,0.45898778279408764,1.1787072198528243,1,0,0,pink
191.0,160.0,157.0,1.1937499925390627,1.2165605018053471,1.0191082737636417,0.1780104702721965,0.46073298348912217,1.1704545410210054,1,0,0,pink
192.0,160.0,157.0,1.1999999925,1.22292992851637,1.0191082737636417,0.1822916657172309,0.460869564415879,1.1698113163403348,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.4632867124767715,1.1584905616660734,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.460869564415879,1.1698113163403348,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.45955249490610584,1.17602995814221,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.46034482679250893,1.1722846398041773,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.4618055547538098,1.1654135294533325,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45941277986284496,1.1766917248996551,1,0,0,pink
191.0,161.0,157.0,1.1863353963581653,1.2165605018053471,1.0254777004746642,0.1780104702721965,0.45941277986284496,1.1766917248996551,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.45876288580968577,1.1797752764802425,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.46247818418415676,1.1622641465574939,1,0,0,pink
191.0,161.0,157.0,1.1863353963581653,1.2165605018053471,1.0254777004746642,0.1780104702721965,0.4578313245131991,1.1842105218638703,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.46020761166054047,1.1729323264175477,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.46020761166054047,1.1729323264175477,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45847750785730534,1.181132071014596,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.45941277986284496,1.1766917248996551,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.45862068886444707,1.1804511233817627,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4600694436457128,1.1735849012317552,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.45626071962905534,1.1917293188280853,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.4578313245131991,1.1842105218638703,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.4561101541202923,1.1924528256888574,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45547945127486394,1.195488717310193,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.4578313245131991,1.1842105218638703,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45833333253761577,1.1818181773415979,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45547945127486394,1.195488717310193,1,0,0,pink
193.0,161.0,155.0,1.198757756529455,1.2451612822892821,1.0387096707180021,0.19689119068968294,0.45927209625776066,1.1773584861231756,1,0,0,pink
191.0,161.0,156.0,1.1863353963581653,1.2243589665105195,1.0320512754355688,0.1832460723390258,0.4547008539235883,1.1992481157923003,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.45689655093638526,1.188679240797437,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.459130433984121,1.178030298568067,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.4553264596987518,1.1962264105802778,1,0,0,pink
193.0,161.0,155.0,1.198757756529455,1.2451612822892821,1.0387096707180021,0.19689119068968294,0.45833333253761577,1.1818181773415979,1,0,0,pink
191.0,161.0,157.0,1.1863353963581653,1.2165605018053471,1.0254777004746642,0.1780104702721965,0.45454545376578825,1.1999999954716982,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4561101541202923,1.1924528256888574,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.45818815251186734,1.1825095012071882,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4567474040540702,1.1893939348886593,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45739130355236296,1.1863117825615521,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45595854843530476,1.1931818136621901,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.4558058917577021,1.1939163452702801,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.45595854843530476,1.1931818136621901,1,0,0,pink
191.0,161.0,157.0,1.1863353963581653,1.2165605018053471,1.0254777004746642,0.1780104702721965,0.45501730025083514,1.197718626624644,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.45517241300832345,1.196969692435721,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.45501730025083514,1.197718626624644,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.45438898372738556,1.2007575712092515,1,0,0,pink
193.0,161.0,155.0,1.198757756529455,1.2451612822892821,1.0387096707180021,0.19689119068968294,0.45595854843530476,1.1931818136621901,1,0,0,pink
191.0,161.0,157.0,1.1863353963581653,1.2165605018053471,1.0254777004746642,0.1780104702721965,0.4536082466432848,1.2045454499827823,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.45517241300832345,1.196969692435721,1,0,0,pink
191.0,161.0,156.0,1.1863353963581653,1.2243589665105195,1.0320512754355688,0.1832460723390258,0.4534482750802616,1.205323189333372,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4558058917577021,1.1939163452702801,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.4556521731206049,1.1946564839898608,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.4528301879025211,1.2083333287563132,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4565972214295187,1.190114063915916,1,0,0,pink
192.0,161.0,156.0,1.1925465764438101,1.2307692228796845,1.0320512754355688,0.1874999990234375,0.4556521731206049,1.1946564839898608,1,0,0,pink
193.0,160.0,156.0,1.2062499924609376,1.2371794792488495,1.0256410190664038,0.19170984356627024,0.45501730025083514,1.197718626624644,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4572425820990531,1.1870228962327372,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.45423143272153466,1.201520907979008,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.45423143272153466,1.201520907979008,1,0,0,pink
193.0,160.0,155.0,1.2062499924609376,1.2451612822892821,1.0322580578563996,0.19689119068968294,0.4572425820990531,1.1870228962327372,1,0,0,pink
192.0,160.0,156.0,1.1999999925,1.2307692228796845,1.0256410190664038,0.1874999990234375,0.4520547937464815,1.212121207529844,1,0,0,pink
