r_norm,g_norm,b_norm,r_g,r_b,g_b,saturation,reflectance,colorfulness,is_red,is_green,is_blue,color_label
0.25301204819277107,0.3253012048192771,0.42168674698795183,0.7777777489711944,0.5999999828571434,0.7714285493877557,0.39999998857142893,0.2654867233142768,2.7666665744444474,0,0,1,grey
0.2905982905982906,0.3333333333333333,0.37606837606837606,0.8717948494411578,0.7727272551652897,0.8863636162190087,0.22727272210743815,0.3499999980555556,1.8571428276643995,0,0,1,grey
0.3076923076923077,0.33076923076923076,0.36153846153846153,0.9302325365062202,0.8510638116794934,0.9148935975554554,0.14893616704391135,0.3689320370440192,1.710526293282549,0,0,1,grey
0.3115942028985507,0.3333333333333333,0.35507246376811596,0.9347825883742916,0.8775510024989592,0.9387754910453981,0.12244897709287803,0.37272727103305786,1.682926808744795,0,0,1,grey
0.31724137931034485,0.3310344827586207,0.35172413793103446,0.958333313368056,0.9019607666282203,0.9411764521337951,0.09803921376393698,0.3668122254724357,1.7261904556405898,0,0,1,grey
0.3197278911564626,0.3333333333333333,0.3469387755102041,0.9591836538942112,0.9215686093810077,0.9607842948865825,0.0784313710111496,0.3717948702060048,1.6896551529924695,0,0,1,grey
0.3221476510067114,0.3288590604026846,0.348993288590604,0.9795918167430242,0.9230769053254442,0.9423076741863909,0.07692307544378701,0.36864406623455903,1.7126436584753604,0,0,1,grey
0.31788079470198677,0.33774834437086093,0.3443708609271523,0.9411764521337951,0.9230769053254442,0.9807692119082845,0.07692307544378701,0.3655462169514865,1.735632163958251,0,0,1,grey
0.3223684210526316,0.32894736842105265,0.34868421052631576,0.9799999804000005,0.9245282844428626,0.9433962086151659,0.07547169668921327,0.3692946042767859,1.7078651493498298,0,0,1,grey
0.3225806451612903,0.33548387096774196,0.3419354838709677,0.9615384430473377,0.9433962086151659,0.9811320569597726,0.056603772516909956,0.3647540968657619,1.741573014139629,0,0,1,grey
0.3246753246753247,0.33116883116883117,0.34415584415584416,0.9803921376393699,0.9433962086151659,0.9622641327874693,0.056603772516909956,0.3714285699125365,1.6923076737109046,0,0,1,grey
0.32051282051282054,0.33974358974358976,0.33974358974358976,0.9433962086151659,0.9433962086151659,0.9999999811320759,0.056603772516909956,0.3658536570493754,1.7333333140740743,0,1,0,grey
0.3225806451612903,0.32903225806451614,0.34838709677419355,0.9803921376393699,0.9259259087791499,0.9444444269547329,0.07407407270233199,0.37246963411955614,1.684782590382798,0,0,1,grey
0.3184713375796178,0.3375796178343949,0.34394904458598724,0.9433962086151659,0.9259259087791499,0.9814814633058989,0.07407407270233199,0.36437246816043534,1.7444444250617286,0,0,1,grey
0.32075471698113206,0.3333333333333333,0.34591194968553457,0.9622641327874693,0.9272727104132235,0.9636363461157028,0.0727272714049587,0.363999998544,1.747252728052168,0,0,1,grey
0.3248407643312102,0.33121019108280253,0.34394904458598724,0.9807692119082845,0.9444444269547329,0.9629629451303159,0.05555555452674899,0.36947791016273934,1.7065217205812857,0,0,1,grey
0.32075471698113206,0.3333333333333333,0.34591194968553457,0.9622641327874693,0.9272727104132235,0.9636363461157028,0.0727272714049587,0.363999998544,1.747252728052168,0,0,1,grey
0.3227848101265823,0.33544303797468356,0.34177215189873417,0.9622641327874693,0.9444444269547329,0.9814814633058989,0.05555555452674899,0.367999998528,1.7173912856805296,0,0,1,grey
0.325,0.33125,0.34375,0.9811320569597726,0.9454545282644632,0.9636363461157028,0.05454545355371903,0.36254979935239123,1.7582417389204206,0,0,1,grey
0.3227848101265823,0.34177215189873417,0.33544303797468356,0.9444444269547329,0.9622641327874693,1.0188679053043792,0.05555555452674899,0.367999998528,1.7173912856805296,0,1,0,grey
0.325,0.33125,0.34375,0.9811320569597726,0.9454545282644632,0.9636363461157028,0.05454545355371903,0.3650793636306375,1.7391304158790173,0,0,1,grey
0.32075471698113206,0.33962264150943394,0.33962264150943394,0.9444444269547329,0.9444444269547329,0.9999999814814818,0.05555555452674899,0.363999998544,1.747252728052168,0,1,0,grey
0.3270440251572327,0.3270440251572327,0.34591194968553457,0.9999999807692311,0.9454545282644632,0.9454545282644632,0.05454545355371903,0.3665338630815384,1.7282608507797734,0,0,1,grey
0.32298136645962733,0.32919254658385094,0.34782608695652173,0.9811320569597726,0.9285714119897962,0.9464285545280615,0.07142857015306125,0.36363636219906575,1.7499999809782611,0,0,1,grey
0.32075471698113206,0.33962264150943394,0.33962264150943394,0.9444444269547329,0.9444444269547329,0.9999999814814818,0.05555555452674899,0.3665338630815384,1.7282608507797734,0,1,0,grey
0.325,0.33125,0.34375,0.9811320569597726,0.9454545282644632,0.9636363461157028,0.05454545355371903,0.3675889313534034,1.7204300890276334,0,0,1,grey
0.325,0.3375,0.3375,0.9629629451303159,0.9629629451303159,0.9999999814814818,0.037037036351165994,0.3650793636306375,1.7391304158790173,0,1,0,grey
0.3270440251572327,0.3333333333333333,0.33962264150943394,0.9811320569597726,0.9629629451303159,0.9814814633058989,0.037037036351165994,0.3715415005077411,1.6914893437075602,0,0,1,grey
0.32919254658385094,0.32298136645962733,0.34782608695652173,1.019230749630178,0.9464285545280615,0.9285714119897962,0.07142857015306125,0.36363636219906575,1.7499999809782611,0,0,1,grey
0.31875,0.3375,0.34375,0.9444444269547329,0.9272727104132235,0.9818181639669425,0.0727272714049587,0.36254979935239123,1.7582417389204206,0,0,1,grey
0.3270440251572327,0.3270440251572327,0.34591194968553457,0.9999999807692311,0.9454545282644632,0.9454545282644632,0.05454545355371903,0.36904761758314436,1.7096774009712108,0,0,1,grey
