r_norm,g_norm,b_norm,r_g,r_b,g_b,saturation,reflectance,colorfulness,is_red,is_green,is_blue,color_label
0.25259515570934254,0.40484429065743943,0.34256055363321797,0.623931618598875,0.7373737299255179,1.1818181698806245,0.3760683728541165,0.27749999930625,2.6036035801477158,0,1,0,green
0.29526462395543174,0.3955431754874652,0.30919220055710306,0.7464788679825431,0.9549549463517573,1.2792792677542408,0.25352112497520335,0.3566308237336365,1.804020091437085,0,1,0,green
0.30183727034120733,0.3937007874015748,0.30446194225721784,0.7666666615555556,0.9913793017984543,1.2931034371284187,0.2333333317777778,0.36499999939166666,1.739726019453306,0,1,0,green
0.3104325699745547,0.3893129770992366,0.30025445292620867,0.797385615703362,1.0338982963228958,1.2966101585033039,0.2287581684394891,0.365105007487714,1.738938045402929,0,1,0,green
0.3107769423558897,0.39097744360902253,0.2982456140350877,0.7948717897764629,1.0420167979662454,1.310924358731728,0.23717948565910588,0.3646496809480101,1.7423580709940696,0,1,0,green
0.31435643564356436,0.3886138613861386,0.297029702970297,0.8089171922998905,1.058333324513889,1.3083333224305558,0.2356687883078421,0.363779526986174,1.7489177413466765,0,1,0,green
0.3144963144963145,0.3906633906633907,0.29484029484029484,0.8050314414777897,1.066666657777778,1.3249999889583335,0.24528301732526406,0.363067292076577,1.7543103372659037,0,1,0,green
0.3154034229828851,0.38875305623471884,0.29584352078239606,0.8113207496143349,1.0661156936684653,1.3140495759169457,0.23899370918871882,0.36391912851645547,1.7478632403937469,0,1,0,green
0.3170731707317073,0.3878048780487805,0.2951219512195122,0.8176100577508801,1.0743801564100814,1.3140495759169457,0.23899370918871882,0.3633540367028664,1.7521367446489884,0,1,0,green
0.31630170316301703,0.38929440389294406,0.2944038929440389,0.8124999949218751,1.0743801564100814,1.3223140386585617,0.2437499984765625,0.3627906971119524,1.7564102489042297,0,1,0,green
0.3179611650485437,0.3883495145631068,0.2936893203883495,0.8187499948828125,1.0826446191516974,1.3223140386585617,0.2437499984765625,0.3632148371511363,1.7531914819013128,0,1,0,green
0.3196125907990315,0.387409200968523,0.2929782082324455,0.8249999948437501,1.0909090818933134,1.3223140386585617,0.2437499984765625,0.36363636307606106,1.7499999925847458,0,1,0,green
0.3171912832929782,0.387409200968523,0.29539951573849876,0.8187499948828125,1.0737704830018813,1.3114753990862673,0.237499998515625,0.3626543204280026,1.7574468010321413,0,1,0,green
0.31476997578692495,0.3898305084745763,0.29539951573849876,0.8074534111338297,1.0655737617575922,1.3196721203305564,0.24223602334014893,0.36363636307606106,1.7499999925847458,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36405529897994576,1.746835435667361,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36405529897994576,1.746835435667361,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.321256038647343,0.3864734299516908,0.2922705314009662,0.8312499948046875,1.0991735446349293,1.3223140386585617,0.2437499984765625,0.36405529897994576,1.746835435667361,0,1,0,green
0.3164251207729469,0.3888888888888889,0.2946859903381642,0.8136645912194747,1.0737704830018813,1.3196721203305564,0.24223602334014893,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.3634969319578268,1.751054844932258,0,1,0,green
0.31971153846153844,0.3870192307692308,0.2932692307692308,0.8260869513907643,1.0901639254904596,1.3196721203305564,0.24223602334014893,0.3619631896288908,1.7627118569376616,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3188405797101449,0.3864734299516908,0.2946859903381642,0.8249999948437501,1.0819672042461705,1.3114753990862673,0.237499998515625,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3164251207729469,0.3888888888888889,0.2946859903381642,0.8136645912194747,1.0737704830018813,1.3196721203305564,0.24223602334014893,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.3634969319578268,1.751054844932258,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.36251920067201354,1.758474568820023,0,1,0,green
0.3164251207729469,0.3888888888888889,0.2946859903381642,0.8136645912194747,1.0737704830018813,1.3196721203305564,0.24223602334014893,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.36251920067201354,1.758474568820023,0,1,0,green
0.3173076923076923,0.3894230769230769,0.2932692307692308,0.8148148097850938,1.0819672042461705,1.3278688415748456,0.24691357872275568,0.3619631896288908,1.7627118569376616,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.31971153846153844,0.3870192307692308,0.2932692307692308,0.8260869513907643,1.0901639254904596,1.3196721203305564,0.24223602334014893,0.3619631896288908,1.7627118569376616,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.3634969319578268,1.751054844932258,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
0.3164251207729469,0.3888888888888889,0.2946859903381642,0.8136645912194747,1.0737704830018813,1.3196721203305564,0.24223602334014893,0.36307692251834317,1.7542372807023845,0,1,0,green
0.321256038647343,0.3864734299516908,0.2922705314009662,0.8312499948046875,1.0991735446349293,1.3223140386585617,0.2437499984765625,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3171912832929782,0.387409200968523,0.29539951573849876,0.8187499948828125,1.0737704830018813,1.3114753990862673,0.237499998515625,0.3646153840544379,1.742616026402464,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36405529897994576,1.746835435667361,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.36251920067201354,1.758474568820023,0,1,0,green
0.3171912832929782,0.3898305084745763,0.2929782082324455,0.8136645912194747,1.0826446191516974,1.3305785014001776,0.24844720342579377,0.36363636307606106,1.7499999925847458,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.36251920067201354,1.758474568820023,0,1,0,green
0.3164251207729469,0.3888888888888889,0.2946859903381642,0.8136645912194747,1.0737704830018813,1.3196721203305564,0.24223602334014893,0.36307692251834317,1.7542372807023845,0,1,0,green
0.321256038647343,0.3864734299516908,0.2922705314009662,0.8312499948046875,1.0991735446349293,1.3223140386585617,0.2437499984765625,0.36307692251834317,1.7542372807023845,0,1,0,green
0.321256038647343,0.3864734299516908,0.2922705314009662,0.8312499948046875,1.0991735446349293,1.3223140386585617,0.2437499984765625,0.36405529897994576,1.746835435667361,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.38795180722891565,0.29156626506024097,0.8260869513907643,1.0991735446349293,1.3305785014001776,0.24844720342579377,0.3634969319578268,1.751054844932258,0,1,0,green
0.3171912832929782,0.3898305084745763,0.2929782082324455,0.8136645912194747,1.0826446191516974,1.3305785014001776,0.24844720342579377,0.36363636307606106,1.7499999925847458,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.3634969319578268,1.751054844932258,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
0.3171912832929782,0.3898305084745763,0.2929782082324455,0.8136645912194747,1.0826446191516974,1.3305785014001776,0.24844720342579377,0.36363636307606106,1.7499999925847458,0,1,0,green
0.321256038647343,0.3864734299516908,0.2922705314009662,0.8312499948046875,1.0991735446349293,1.3223140386585617,0.2437499984765625,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3164251207729469,0.3888888888888889,0.2946859903381642,0.8136645912194747,1.0737704830018813,1.3196721203305564,0.24223602334014893,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3180722891566265,0.38795180722891565,0.29397590361445786,0.8198757713051195,1.0819672042461705,1.3196721203305564,0.24223602334014893,0.36251920067201354,1.758474568820023,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
0.3188405797101449,0.3888888888888889,0.2922705314009662,0.8198757713051195,1.0909090818933134,1.3305785014001776,0.24844720342579377,0.36307692251834317,1.7542372807023845,0,1,0,green
0.3179611650485437,0.3883495145631068,0.2936893203883495,0.8187499948828125,1.0826446191516974,1.3223140386585617,0.2437499984765625,0.3641975303021643,1.7457627044671071,0,1,0,green
0.3204819277108434,0.3855421686746988,0.29397590361445786,0.8312499948046875,1.0901639254904596,1.3114753990862673,0.237499998515625,0.3634969319578268,1.751054844932258,0,1,0,green
